customer_id,signup_date,plan,marketing_channel,country,churn_date
9174,2024-06-22,Basic,LinkedIn,France,
9175,2024-06-22,Basic,Facebook Ads,USA,
9176,2024-06-22,Basic,LinkedIn,Brazil,
9177,2024-06-22,Basic,Google Ads,USA,2024-10-19
9178,2024-06-22,Basic,LinkedIn,Brazil,2024-07-27
9179,2024-06-22,Pro,SEO,Germany,2024-08-03
9180,2024-06-22,Basic,Facebook Ads,USA,2024-10-19
9181,2024-06-22,Basic,LinkedIn,Australia,
9182,2024-06-22,Basic,LinkedIn,France,
9183,2024-06-22,Pro,LinkedIn,Canada,2025-12-27
9184,2024-06-29,Basic,Facebook Ads,UK,2024-09-07
9185,2024-06-29,Basic,SEO,Japan,2024-08-03
9186,2024-06-29,Basic,LinkedIn,France,2024-12-07
9187,2024-06-29,Basic,Facebook Ads,USA,
9188,2024-06-29,Basic,SEO,UK,2024-07-13
9189,2024-06-29,Pro,SEO,Japan,2024-11-30
9190,2024-06-29,Basic,Facebook Ads,Other,2024-09-07
9191,2024-06-29,Basic,Google Ads,Other,
9192,2024-06-29,Basic,Google Ads,Australia,
9193,2024-06-29,Basic,SEO,India,
9194,2024-06-29,Basic,Google Ads,Japan,2025-01-18
9195,2024-06-29,Enterprise,Facebook Ads,Australia,
9196,2024-06-29,Basic,LinkedIn,Other,2024-09-21
9197,2024-06-29,Enterprise,Google Ads,USA,2025-03-15
9198,2024-06-29,Basic,LinkedIn,UK,
9199,2024-06-29,Basic,SEO,Japan,
9200,2024-06-29,Basic,Facebook Ads,Australia,
9201,2024-06-29,Basic,LinkedIn,USA,2024-12-14
9202,2024-06-29,Pro,Google Ads,Other,2025-02-08
9203,2024-06-29,Pro,SEO,Germany,2024-07-27
9204,2024-06-29,Basic,Google Ads,Germany,
9205,2024-06-29,Pro,SEO,UK,2024-10-26
9206,2024-06-29,Basic,SEO,Other,2024-08-31
9207,2024-06-29,Basic,Google Ads,Australia,
9208,2024-06-29,Basic,Google Ads,Other,
9209,2024-06-29,Basic,Facebook Ads,USA,2024-07-27
9210,2024-06-29,Basic,LinkedIn,Japan,
9211,2024-06-29,Basic,LinkedIn,Other,
9212,2024-06-29,Basic,Google Ads,Japan,2024-09-07
9213,2024-06-29,Pro,Facebook Ads,Japan,
9214,2024-06-29,Pro,Facebook Ads,USA,2025-10-04
9215,2024-06-29,Basic,Facebook Ads,Australia,
9216,2024-06-29,Pro,SEO,UK,2024-12-28
9217,2024-06-29,Pro,SEO,Brazil,2024-11-16
9218,2024-06-29,Pro,SEO,UK,
9219,2024-06-29,Basic,LinkedIn,Brazil,
9220,2024-06-29,Basic,Google Ads,Other,
9221,2024-06-29,Pro,SEO,Japan,2024-07-27
9222,2024-06-29,Basic,LinkedIn,Other,
9223,2024-06-29,Pro,SEO,UK,2025-12-27
9224,2024-06-29,Pro,Google Ads,UK,2024-08-03
9225,2024-06-29,Basic,SEO,Japan,2025-12-27
9226,2024-06-29,Basic,Facebook Ads,France,
9227,2024-06-29,Basic,Facebook Ads,UK,2024-07-27
9228,2024-06-29,Pro,Google Ads,Australia,
9229,2024-06-29,Basic,Google Ads,UK,2024-12-07
9230,2024-06-29,Basic,Facebook Ads,Canada,
9231,2024-06-29,Basic,Google Ads,France,2025-01-11
9232,2024-06-29,Basic,LinkedIn,Japan,
9233,2024-06-29,Basic,LinkedIn,Canada,2025-06-28
9234,2024-06-29,Pro,Google Ads,France,2025-12-20
9235,2024-06-29,Basic,Google Ads,UK,2024-07-06
9236,2024-06-29,Basic,Facebook Ads,USA,2025-05-17
9237,2024-06-29,Pro,SEO,Japan,2024-09-07
9238,2024-06-29,Basic,LinkedIn,Canada,2024-11-30
9239,2024-06-29,Basic,SEO,Brazil,2024-11-30
9240,2024-06-29,Basic,Google Ads,France,
9241,2024-06-29,Basic,LinkedIn,Canada,2024-11-23
9242,2024-06-29,Enterprise,SEO,Canada,2024-08-03
9243,2024-06-29,Basic,Facebook Ads,USA,2024-08-24
9244,2024-06-29,Pro,SEO,India,2024-07-06
9245,2024-06-29,Basic,Facebook Ads,India,
9246,2024-06-29,Basic,SEO,Germany,
9247,2024-06-29,Pro,Facebook Ads,Other,2024-08-10
9248,2024-06-29,Basic,LinkedIn,Germany,
9249,2024-06-29,Pro,Facebook Ads,Australia,
9250,2024-06-29,Pro,SEO,UK,2025-06-28
9251,2024-06-29,Basic,LinkedIn,Other,2025-07-05
9252,2024-06-29,Basic,Google Ads,USA,
9253,2024-06-29,Pro,Facebook Ads,USA,2024-08-03
9254,2024-06-29,Enterprise,LinkedIn,France,2025-03-08
9255,2024-06-29,Enterprise,SEO,Germany,
9256,2024-06-29,Pro,SEO,Germany,2025-05-10
9257,2024-06-29,Pro,Facebook Ads,India,2025-12-27
9258,2024-06-29,Basic,Facebook Ads,Germany,2024-07-20
9259,2024-06-29,Pro,SEO,USA,
9260,2024-06-29,Enterprise,SEO,Australia,2025-03-29
9261,2024-06-29,Pro,Facebook Ads,Australia,2024-12-14
9262,2024-06-29,Basic,Facebook Ads,Other,2024-11-23
9263,2024-06-29,Basic,Facebook Ads,Germany,
9264,2024-06-29,Enterprise,Facebook Ads,France,
9265,2024-06-29,Pro,SEO,Other,
9266,2024-06-29,Basic,SEO,Brazil,2025-12-27
9267,2024-06-29,Pro,Facebook Ads,Germany,2024-12-28
9268,2024-07-06,Basic,Facebook Ads,Japan,2024-07-20
9269,2024-07-06,Basic,Google Ads,Japan,2024-12-21
9270,2024-07-06,Basic,SEO,Japan,2024-11-30
9271,2024-07-06,Basic,LinkedIn,India,
9272,2024-07-06,Pro,Facebook Ads,Canada,
9273,2024-07-06,Basic,LinkedIn,Australia,2024-07-20
9274,2024-07-06,Basic,SEO,Canada,2024-09-28
9275,2024-07-06,Pro,Facebook Ads,Canada,2024-10-26
9276,2024-07-06,Basic,Facebook Ads,India,2025-04-19
9277,2024-07-06,Pro,SEO,Germany,2024-08-31
9278,2024-07-06,Enterprise,LinkedIn,Brazil,2024-08-24
9279,2024-07-06,Basic,Facebook Ads,India,
9280,2024-07-06,Basic,SEO,USA,
9281,2024-07-06,Basic,LinkedIn,Brazil,2024-09-14
9282,2024-07-06,Pro,SEO,France,
9283,2024-07-06,Basic,Facebook Ads,Japan,2024-12-07
9284,2024-07-06,Pro,Google Ads,Canada,
9285,2024-07-06,Basic,Google Ads,UK,2025-03-22
9286,2024-07-06,Pro,Google Ads,UK,2024-08-24
9287,2024-07-06,Basic,Facebook Ads,USA,2025-11-01
9288,2024-07-06,Enterprise,Facebook Ads,Germany,
9289,2024-07-06,Basic,LinkedIn,Brazil,2024-10-19
9290,2024-07-06,Basic,SEO,Japan,2024-12-21
9291,2024-07-06,Basic,Facebook Ads,USA,
9292,2024-07-06,Pro,Google Ads,India,2024-11-30
9293,2024-07-06,Basic,SEO,Germany,2024-10-12
9294,2024-07-06,Basic,SEO,Australia,
9295,2024-07-06,Basic,Google Ads,Germany,2024-07-13
9296,2024-07-06,Basic,Facebook Ads,Canada,2025-12-20
9297,2024-07-06,Basic,LinkedIn,Canada,2024-09-07
9298,2024-07-06,Basic,SEO,UK,2024-07-20
9299,2024-07-06,Basic,Google Ads,Brazil,
9300,2024-07-06,Pro,Facebook Ads,USA,
9301,2024-07-06,Pro,Facebook Ads,Germany,
9302,2024-07-06,Basic,Facebook Ads,Other,
9303,2024-07-06,Pro,Google Ads,Australia,2024-09-21
9304,2024-07-06,Basic,LinkedIn,USA,
9305,2024-07-06,Pro,Google Ads,Germany,
9306,2024-07-06,Basic,SEO,Japan,2024-10-12
9307,2024-07-06,Basic,LinkedIn,Brazil,2025-12-27
9308,2024-07-06,Pro,Facebook Ads,India,2024-08-10
9309,2024-07-06,Basic,LinkedIn,Australia,
9310,2024-07-06,Pro,LinkedIn,France,2025-12-27
9311,2024-07-06,Enterprise,Google Ads,Japan,
9312,2024-07-06,Basic,Google Ads,Canada,
9313,2024-07-06,Basic,Google Ads,UK,2025-10-11
9314,2024-07-06,Basic,SEO,UK,2024-09-14
9315,2024-07-06,Basic,Facebook Ads,Other,
9316,2024-07-06,Basic,Facebook Ads,India,2024-07-27
9317,2024-07-06,Basic,SEO,Japan,2024-12-28
9318,2024-07-06,Basic,Facebook Ads,France,2025-11-08
9319,2024-07-06,Basic,LinkedIn,Australia,2024-12-28
9320,2024-07-06,Enterprise,LinkedIn,USA,2024-11-23
9321,2024-07-06,Basic,Google Ads,Canada,
9322,2024-07-06,Pro,SEO,Japan,
9323,2024-07-06,Basic,Facebook Ads,Germany,2024-07-20
9324,2024-07-06,Pro,Facebook Ads,Other,2024-12-28
9325,2024-07-06,Pro,Facebook Ads,Japan,2024-08-31
9326,2024-07-06,Pro,LinkedIn,Australia,
9327,2024-07-06,Basic,Facebook Ads,Other,2024-08-10
9328,2024-07-06,Pro,Facebook Ads,Canada,2025-08-02
9329,2024-07-06,Basic,Facebook Ads,Brazil,2024-11-02
9330,2024-07-13,Pro,SEO,Australia,2024-08-31
9331,2024-07-13,Pro,Facebook Ads,Germany,2024-12-28
9332,2024-07-13,Pro,LinkedIn,USA,
9333,2024-07-13,Basic,Facebook Ads,USA,2025-12-27
9334,2024-07-13,Basic,SEO,Germany,2025-04-12
9335,2024-07-13,Enterprise,Facebook Ads,Other,2025-05-31
9336,2024-07-13,Pro,LinkedIn,UK,2024-09-28
9337,2024-07-13,Enterprise,LinkedIn,Germany,2024-11-09
9338,2024-07-13,Basic,Facebook Ads,Brazil,2024-09-14
9339,2024-07-13,Basic,Google Ads,Germany,2024-10-19
9340,2024-07-13,Basic,Google Ads,Canada,2024-10-12
9341,2024-07-13,Basic,LinkedIn,Japan,2025-04-05
9342,2024-07-13,Basic,SEO,Brazil,2025-05-10
9343,2024-07-13,Pro,Google Ads,France,
9344,2024-07-13,Pro,LinkedIn,Brazil,2024-09-28
9345,2024-07-13,Basic,Facebook Ads,India,
9346,2024-07-13,Enterprise,Facebook Ads,Australia,
9347,2024-07-13,Basic,Google Ads,Japan,
9348,2024-07-13,Pro,Facebook Ads,Brazil,2024-10-26
9349,2024-07-13,Pro,SEO,Brazil,2024-10-26
9350,2024-07-13,Pro,Facebook Ads,India,2024-07-27
9351,2024-07-13,Basic,Google Ads,France,2024-11-16
9352,2024-07-13,Basic,SEO,Germany,2025-11-15
9353,2024-07-13,Basic,Google Ads,Other,2024-07-27
9354,2024-07-13,Pro,Facebook Ads,Brazil,2024-10-05
9355,2024-07-13,Basic,Google Ads,Brazil,
9356,2024-07-13,Enterprise,Facebook Ads,France,2025-12-27
9357,2024-07-13,Basic,Google Ads,Canada,2025-02-15
9358,2024-07-13,Pro,Google Ads,Canada,2025-09-20
9359,2024-07-13,Pro,Facebook Ads,Japan,
9360,2024-07-13,Enterprise,Google Ads,Brazil,2024-09-14
9361,2024-07-13,Basic,Facebook Ads,Japan,
9362,2024-07-13,Basic,SEO,USA,2025-05-24
9363,2024-07-13,Basic,LinkedIn,Australia,
9364,2024-07-13,Basic,LinkedIn,Australia,2024-08-03
9365,2024-07-13,Pro,Facebook Ads,Brazil,2025-03-22
9366,2024-07-13,Basic,SEO,USA,2024-11-30
9367,2024-07-13,Basic,LinkedIn,Brazil,
9368,2024-07-13,Pro,LinkedIn,France,2024-07-20
9369,2024-07-13,Pro,LinkedIn,USA,2024-11-23
9370,2024-07-13,Basic,Facebook Ads,Canada,2025-12-27
9371,2024-07-13,Pro,Facebook Ads,Germany,
9372,2024-07-13,Basic,SEO,Brazil,2025-02-15
9373,2024-07-13,Basic,Google Ads,USA,2024-11-09
9374,2024-07-13,Pro,SEO,Brazil,2024-11-16
9375,2024-07-13,Basic,Google Ads,Australia,
9376,2024-07-13,Enterprise,Google Ads,Japan,
9377,2024-07-13,Basic,LinkedIn,Other,
9378,2024-07-13,Basic,Facebook Ads,Japan,
9379,2024-07-13,Basic,SEO,France,2025-01-04
9380,2024-07-13,Enterprise,Facebook Ads,Brazil,
9381,2024-07-13,Basic,Google Ads,Australia,
9382,2024-07-13,Pro,SEO,Other,
9383,2024-07-13,Pro,SEO,Brazil,2024-10-12
9384,2024-07-13,Basic,Facebook Ads,UK,
9385,2024-07-13,Pro,LinkedIn,UK,
9386,2024-07-13,Pro,Google Ads,India,
9387,2024-07-13,Pro,SEO,USA,
9388,2024-07-13,Basic,SEO,Australia,2024-10-05
9389,2024-07-13,Basic,LinkedIn,France,2025-10-11
9390,2024-07-13,Pro,SEO,Australia,2025-12-27
9391,2024-07-13,Basic,Facebook Ads,Other,2024-12-14
9392,2024-07-13,Pro,SEO,UK,2024-09-14
9393,2024-07-13,Pro,SEO,UK,2024-07-13
9394,2024-07-13,Basic,Google Ads,Brazil,
9395,2024-07-13,Pro,Google Ads,Germany,2024-12-14
9396,2024-07-13,Basic,Google Ads,France,
9397,2024-07-13,Pro,LinkedIn,Australia,2024-09-21
9398,2024-07-13,Basic,Facebook Ads,Canada,
9399,2024-07-13,Pro,LinkedIn,UK,2024-10-26
9400,2024-07-20,Basic,SEO,Australia,2025-03-22
9401,2024-07-20,Pro,Facebook Ads,Australia,2024-10-12
9402,2024-07-20,Basic,SEO,Australia,2024-11-09
9403,2024-07-20,Basic,Facebook Ads,Brazil,2024-09-21
9404,2024-07-20,Basic,Google Ads,India,
9405,2024-07-20,Basic,SEO,Australia,
9406,2024-07-20,Basic,Google Ads,Brazil,
9407,2024-07-20,Enterprise,Facebook Ads,Japan,
9408,2024-07-20,Basic,Google Ads,India,2025-11-15
9409,2024-07-20,Basic,LinkedIn,Japan,2024-09-07
9410,2024-07-20,Basic,SEO,UK,
9411,2024-07-20,Basic,SEO,Canada,
9412,2024-07-20,Basic,LinkedIn,India,2024-10-05
9413,2024-07-20,Basic,Google Ads,Brazil,2024-09-28
9414,2024-07-20,Pro,Facebook Ads,Brazil,2024-08-31
9415,2024-07-20,Basic,Google Ads,Canada,2024-09-07
9416,2024-07-20,Enterprise,Google Ads,Germany,
9417,2024-07-20,Pro,Facebook Ads,Australia,
9418,2024-07-20,Pro,LinkedIn,Germany,
9419,2024-07-20,Basic,Facebook Ads,Germany,
9420,2024-07-20,Basic,LinkedIn,Canada,2025-06-21
9421,2024-07-20,Basic,SEO,India,
9422,2024-07-20,Basic,Facebook Ads,Canada,2024-07-20
9423,2024-07-20,Basic,Facebook Ads,Australia,2024-11-30
9424,2024-07-20,Basic,LinkedIn,Germany,
9425,2024-07-20,Basic,Google Ads,UK,2024-07-20
9426,2024-07-20,Enterprise,SEO,UK,2024-07-27
9427,2024-07-20,Pro,LinkedIn,Australia,2025-12-27
9428,2024-07-20,Basic,LinkedIn,Canada,
9429,2024-07-20,Basic,LinkedIn,Other,2024-11-09
9430,2024-07-20,Pro,Facebook Ads,Australia,
9431,2024-07-20,Pro,Facebook Ads,USA,
9432,2024-07-20,Basic,Facebook Ads,USA,2024-11-30
9433,2024-07-20,Pro,Facebook Ads,France,2024-07-27
9434,2024-07-20,Basic,Facebook Ads,France,
9435,2024-07-20,Pro,SEO,Australia,2024-12-21
9436,2024-07-20,Pro,SEO,USA,2024-08-24
9437,2024-07-20,Basic,SEO,Brazil,
9438,2024-07-20,Pro,Facebook Ads,Canada,
9439,2024-07-20,Basic,SEO,Canada,2024-10-19
9440,2024-07-20,Pro,SEO,Canada,2024-11-09
9441,2024-07-20,Pro,Google Ads,Brazil,2024-10-26
9442,2024-07-20,Basic,LinkedIn,India,
9443,2024-07-20,Pro,LinkedIn,Canada,2024-10-05
9444,2024-07-20,Basic,Google Ads,Australia,2025-05-24
9445,2024-07-20,Pro,Google Ads,Germany,
9446,2024-07-20,Basic,LinkedIn,Canada,2024-09-14
9447,2024-07-20,Basic,Google Ads,France,
9448,2024-07-20,Basic,Facebook Ads,Brazil,
9449,2024-07-20,Basic,SEO,UK,
9450,2024-07-20,Pro,LinkedIn,Brazil,2024-10-12
9451,2024-07-20,Basic,Google Ads,USA,2025-07-19
9452,2024-07-20,Basic,SEO,Germany,
9453,2024-07-20,Basic,SEO,Brazil,
9454,2024-07-20,Basic,Facebook Ads,Germany,2024-09-28
9455,2024-07-20,Pro,Facebook Ads,Australia,2025-12-27
9456,2024-07-20,Basic,LinkedIn,Canada,2024-12-14
9457,2024-07-20,Basic,Facebook Ads,UK,2024-09-28
9458,2024-07-27,Basic,Google Ads,Brazil,
9459,2024-07-27,Basic,LinkedIn,Canada,
9460,2024-07-27,Basic,Google Ads,Germany,
9461,2024-07-27,Basic,Google Ads,Japan,
9462,2024-07-27,Basic,Google Ads,Brazil,2025-07-05
9463,2024-07-27,Basic,SEO,USA,2025-01-04
9464,2024-07-27,Pro,LinkedIn,Brazil,
9465,2024-07-27,Basic,Facebook Ads,Other,
9466,2024-07-27,Basic,SEO,India,
9467,2024-07-27,Basic,Facebook Ads,Australia,
9468,2024-07-27,Basic,Facebook Ads,Brazil,
9469,2024-07-27,Basic,Facebook Ads,Japan,2024-08-24
9470,2024-07-27,Pro,Google Ads,India,2024-10-19
9471,2024-07-27,Basic,LinkedIn,Canada,2025-04-05
9472,2024-07-27,Basic,LinkedIn,India,2024-08-03
9473,2024-07-27,Enterprise,SEO,Brazil,2024-11-09
9474,2024-07-27,Basic,LinkedIn,Australia,
9475,2024-07-27,Pro,LinkedIn,Australia,2024-07-27
9476,2024-07-27,Pro,Google Ads,France,2024-11-09
9477,2024-07-27,Basic,LinkedIn,Germany,
9478,2024-07-27,Basic,Facebook Ads,USA,
9479,2024-07-27,Pro,LinkedIn,Germany,2025-12-27
9480,2024-07-27,Basic,SEO,Germany,
9481,2024-07-27,Pro,Google Ads,USA,2025-02-01
9482,2024-07-27,Enterprise,LinkedIn,Canada,2025-12-27
9483,2024-07-27,Basic,Facebook Ads,Canada,2025-12-27
9484,2024-07-27,Basic,LinkedIn,Other,2024-10-12
9485,2024-07-27,Enterprise,Google Ads,Australia,2024-09-14
9486,2024-07-27,Basic,Facebook Ads,USA,2025-09-06
9487,2024-07-27,Basic,Facebook Ads,Germany,
9488,2024-07-27,Basic,LinkedIn,Brazil,
9489,2024-07-27,Basic,Google Ads,Germany,
9490,2024-07-27,Enterprise,LinkedIn,USA,
9491,2024-07-27,Basic,Google Ads,Germany,
9492,2024-07-27,Pro,LinkedIn,USA,
9493,2024-07-27,Pro,SEO,Germany,2024-09-07
9494,2024-07-27,Basic,Facebook Ads,USA,
9495,2024-07-27,Basic,SEO,USA,2024-11-09
9496,2024-07-27,Basic,Facebook Ads,Australia,
9497,2024-07-27,Enterprise,Facebook Ads,Japan,2025-12-27
9498,2024-07-27,Basic,SEO,Canada,2025-10-04
9499,2024-07-27,Pro,SEO,Other,2025-06-21
9500,2024-07-27,Pro,LinkedIn,Australia,
9501,2024-07-27,Pro,Facebook Ads,Japan,
9502,2024-07-27,Basic,SEO,Japan,2024-12-28
9503,2024-07-27,Basic,Facebook Ads,USA,2025-07-26
9504,2024-07-27,Basic,LinkedIn,Canada,
9505,2024-07-27,Basic,Facebook Ads,UK,2025-09-13
9506,2024-07-27,Basic,SEO,Brazil,2024-10-12
9507,2024-07-27,Basic,SEO,Japan,
9508,2024-07-27,Basic,Facebook Ads,India,
9509,2024-07-27,Basic,Facebook Ads,India,2025-03-15
9510,2024-07-27,Basic,SEO,Germany,
9511,2024-07-27,Pro,Google Ads,Canada,
9512,2024-07-27,Pro,Google Ads,France,2025-08-23
9513,2024-07-27,Enterprise,Facebook Ads,USA,
9514,2024-07-27,Pro,SEO,Brazil,
9515,2024-08-03,Pro,Google Ads,Japan,2025-12-27
9516,2024-08-03,Pro,LinkedIn,Germany,2024-11-09
9517,2024-08-03,Basic,Facebook Ads,Germany,2025-11-22
9518,2024-08-03,Basic,Facebook Ads,India,
9519,2024-08-03,Basic,LinkedIn,Brazil,
9520,2024-08-03,Basic,Google Ads,India,
9521,2024-08-03,Pro,Facebook Ads,Brazil,2024-12-07
9522,2024-08-03,Basic,SEO,USA,2025-10-25
9523,2024-08-03,Basic,Facebook Ads,Other,2024-09-14
9524,2024-08-03,Enterprise,LinkedIn,UK,2025-02-08
9525,2024-08-03,Pro,SEO,Japan,
9526,2024-08-03,Basic,Google Ads,Brazil,
9527,2024-08-03,Basic,Facebook Ads,India,
9528,2024-08-03,Basic,Google Ads,Japan,
9529,2024-08-03,Basic,LinkedIn,UK,
9530,2024-08-03,Basic,LinkedIn,France,2025-12-27
9531,2024-08-03,Basic,Facebook Ads,USA,2024-08-17
9532,2024-08-03,Basic,LinkedIn,Canada,
9533,2024-08-03,Basic,Facebook Ads,Japan,2025-12-27
9534,2024-08-03,Basic,SEO,UK,
9535,2024-08-03,Pro,Facebook Ads,India,2024-08-31
9536,2024-08-03,Enterprise,LinkedIn,Australia,
9537,2024-08-03,Basic,LinkedIn,Japan,2024-12-21
9538,2024-08-03,Pro,Google Ads,India,2024-09-28
9539,2024-08-03,Pro,Facebook Ads,USA,
9540,2024-08-03,Pro,SEO,Australia,
9541,2024-08-03,Basic,Google Ads,Germany,2025-12-27
9542,2024-08-03,Basic,Google Ads,Germany,2025-12-27
9543,2024-08-03,Basic,SEO,Brazil,
9544,2024-08-03,Pro,SEO,Australia,2024-08-03
9545,2024-08-03,Pro,SEO,Other,
9546,2024-08-03,Pro,Facebook Ads,UK,2024-10-19
9547,2024-08-03,Basic,Facebook Ads,Brazil,2025-12-27
9548,2024-08-03,Basic,LinkedIn,USA,2024-10-05
9549,2024-08-03,Pro,SEO,Japan,2024-11-30
9550,2024-08-03,Enterprise,LinkedIn,Brazil,2025-04-19
9551,2024-08-03,Pro,Google Ads,France,2024-11-16
9552,2024-08-03,Pro,Facebook Ads,Other,2024-10-26
9553,2024-08-03,Pro,SEO,UK,2025-06-28
9554,2024-08-03,Pro,SEO,Canada,2024-08-31
9555,2024-08-03,Basic,Google Ads,India,2024-08-24
9556,2024-08-03,Basic,SEO,UK,2025-01-18
9557,2024-08-03,Basic,Google Ads,Brazil,2025-11-08
9558,2024-08-03,Pro,Facebook Ads,Japan,
9559,2024-08-10,Pro,Facebook Ads,USA,
9560,2024-08-10,Basic,LinkedIn,Canada,2025-12-27
9561,2024-08-10,Basic,Facebook Ads,Other,2024-08-24
9562,2024-08-10,Pro,SEO,Other,
9563,2024-08-10,Pro,LinkedIn,India,
9564,2024-08-10,Pro,SEO,Brazil,
9565,2024-08-10,Pro,Facebook Ads,India,2024-10-19
9566,2024-08-10,Basic,LinkedIn,Other,2024-12-14
9567,2024-08-10,Pro,Google Ads,UK,
9568,2024-08-10,Basic,LinkedIn,India,2024-09-07
9569,2024-08-10,Basic,LinkedIn,France,
9570,2024-08-10,Basic,Facebook Ads,USA,
9571,2024-08-10,Pro,Google Ads,USA,2025-11-29
9572,2024-08-10,Basic,LinkedIn,Other,2024-09-14
9573,2024-08-10,Basic,LinkedIn,Japan,
9574,2024-08-10,Pro,Facebook Ads,Canada,
9575,2024-08-10,Pro,Google Ads,France,2025-12-27
9576,2024-08-10,Pro,LinkedIn,France,2024-08-24
9577,2024-08-10,Basic,Google Ads,USA,2024-08-17
9578,2024-08-10,Basic,Facebook Ads,France,2025-01-25
9579,2024-08-10,Pro,SEO,Canada,2024-10-05
9580,2024-08-10,Pro,Google Ads,Brazil,2025-05-31
9581,2024-08-10,Enterprise,Facebook Ads,India,
9582,2024-08-10,Pro,LinkedIn,USA,
9583,2024-08-10,Basic,Google Ads,Japan,
9584,2024-08-10,Pro,Google Ads,Japan,2024-08-10
9585,2024-08-10,Pro,Facebook Ads,USA,2024-10-12
9586,2024-08-10,Basic,LinkedIn,UK,2024-08-17
9587,2024-08-10,Basic,SEO,UK,2024-12-28
9588,2024-08-10,Basic,Facebook Ads,UK,
9589,2024-08-10,Basic,SEO,Japan,2024-09-14
9590,2024-08-10,Basic,Google Ads,UK,2025-07-12
9591,2024-08-10,Basic,LinkedIn,Brazil,2025-03-15
9592,2024-08-10,Basic,SEO,Canada,
9593,2024-08-10,Enterprise,LinkedIn,UK,2024-09-21
9594,2024-08-10,Basic,Facebook Ads,UK,2024-11-02
9595,2024-08-10,Basic,SEO,Canada,2024-08-17
9596,2024-08-10,Basic,LinkedIn,Brazil,
9597,2024-08-10,Basic,SEO,India,2024-11-30
9598,2024-08-10,Pro,SEO,Australia,
9599,2024-08-10,Basic,SEO,Brazil,
9600,2024-08-10,Pro,SEO,Canada,
9601,2024-08-10,Basic,Facebook Ads,India,2025-05-10
9602,2024-08-10,Enterprise,Google Ads,Germany,2024-09-14
9603,2024-08-10,Basic,SEO,UK,
9604,2024-08-10,Basic,LinkedIn,USA,
9605,2024-08-10,Basic,SEO,France,2025-12-27
9606,2024-08-10,Basic,Google Ads,India,
9607,2024-08-17,Basic,SEO,Other,2024-11-16
9608,2024-08-17,Basic,LinkedIn,Other,2024-08-17
9609,2024-08-17,Enterprise,SEO,UK,2024-12-21
9610,2024-08-17,Pro,Facebook Ads,Australia,2024-09-21
9611,2024-08-17,Basic,Google Ads,France,
9612,2024-08-17,Basic,Facebook Ads,India,
9613,2024-08-17,Basic,SEO,Japan,
9614,2024-08-17,Pro,Facebook Ads,Japan,2025-12-27
9615,2024-08-17,Pro,SEO,UK,2025-12-27
9616,2024-08-17,Pro,Google Ads,Australia,2024-08-31
9617,2024-08-17,Basic,SEO,USA,2024-08-17
9618,2024-08-17,Pro,Google Ads,Brazil,
9619,2024-08-17,Basic,SEO,Canada,2024-12-14
9620,2024-08-17,Pro,Facebook Ads,Japan,2024-11-30
9621,2024-08-17,Basic,Google Ads,USA,
9622,2024-08-17,Basic,SEO,Germany,2024-12-07
9623,2024-08-17,Basic,Facebook Ads,India,
9624,2024-08-17,Basic,SEO,France,
9625,2024-08-17,Basic,Facebook Ads,Australia,
9626,2024-08-17,Basic,Google Ads,Germany,
9627,2024-08-17,Pro,Google Ads,Other,2025-02-08
9628,2024-08-17,Enterprise,Facebook Ads,Canada,2024-11-30
9629,2024-08-17,Basic,Facebook Ads,Japan,2024-10-19
9630,2024-08-17,Enterprise,Google Ads,Germany,2025-01-18
9631,2024-08-17,Basic,Google Ads,Australia,
9632,2024-08-17,Pro,SEO,Brazil,
9633,2024-08-17,Basic,LinkedIn,Japan,
9634,2024-08-17,Pro,Facebook Ads,USA,2024-11-16
9635,2024-08-17,Basic,Google Ads,UK,
9636,2024-08-17,Pro,LinkedIn,Other,2025-06-14
9637,2024-08-17,Basic,Facebook Ads,UK,
9638,2024-08-17,Basic,SEO,Australia,
9639,2024-08-17,Basic,LinkedIn,Germany,
9640,2024-08-17,Basic,LinkedIn,UK,
9641,2024-08-17,Basic,LinkedIn,France,
9642,2024-08-17,Basic,LinkedIn,UK,2024-09-28
9643,2024-08-17,Pro,SEO,Brazil,
9644,2024-08-17,Enterprise,Facebook Ads,India,2024-10-05
9645,2024-08-17,Enterprise,Google Ads,USA,2024-09-07
9646,2024-08-17,Basic,Google Ads,Other,
9647,2024-08-17,Basic,LinkedIn,Australia,
9648,2024-08-17,Basic,Google Ads,UK,2024-09-07
9649,2024-08-17,Pro,SEO,Canada,2025-03-15
9650,2024-08-17,Basic,LinkedIn,UK,2024-10-26
9651,2024-08-17,Pro,Google Ads,Australia,2025-04-12
9652,2024-08-17,Basic,LinkedIn,India,
9653,2024-08-17,Basic,Google Ads,UK,
9654,2024-08-17,Pro,Facebook Ads,Japan,
9655,2024-08-17,Basic,SEO,Japan,2025-01-18
9656,2024-08-17,Basic,Google Ads,Japan,2025-07-19
9657,2024-08-17,Pro,Facebook Ads,France,2024-12-28
9658,2024-08-17,Pro,Facebook Ads,UK,
9659,2024-08-17,Basic,SEO,Brazil,
9660,2024-08-24,Pro,Google Ads,Japan,2024-12-28
9661,2024-08-24,Enterprise,SEO,Japan,2024-08-31
9662,2024-08-24,Basic,Google Ads,Australia,2025-12-27
9663,2024-08-24,Basic,Facebook Ads,USA,
