ticket_id,customer_id,creation_date,resolution_date,status,priority,issue_type,channel
10813,8983,2024-07-24,2024-07-24,Resolved,High,Technical Glitch,Chat
10814,8985,2024-10-09,2024-10-13,Resolved,High,Feature Request,Phone
10815,8987,2024-11-14,,Open,High,Password Reset,Email
10816,8988,2024-09-14,2024-09-20,Resolved,High,Password Reset,Email
10817,8990,2025-03-04,,In Progress,Medium,Technical Glitch,Chat
10818,8991,2024-09-04,,In Progress,High,Password Reset,Forum
10819,8991,2024-10-21,2024-10-21,Resolved,High,Bug Report,Phone
10820,8991,2024-06-16,,Pending Customer Response,High,Technical Glitch,Phone
10821,8991,2024-10-07,2024-10-11,Closed,High,How-to Question,Phone
10822,8992,2024-08-01,2024-08-06,Resolved,Low,How-to Question,Forum
10823,8992,2024-06-08,2024-06-12,Closed,Medium,Password Reset,Phone
10824,8992,2024-08-03,,In Progress,Low,Password Reset,Phone
10825,8993,2024-06-11,2024-06-11,Closed,High,Billing Inquiry,Chat
10826,8996,2024-10-24,,Pending Customer Response,Low,How-to Question,Forum
10827,8996,2024-09-17,,In Progress,High,Billing Inquiry,Phone
10828,8996,2024-08-04,,Pending Customer Response,High,Password Reset,Phone
10829,8996,2024-12-07,2024-12-14,Closed,High,How-to Question,Phone
10830,8997,2024-09-01,2024-09-04,Resolved,Urgent,Feature Request,Forum
10831,8997,2024-09-02,,Pending Customer Response,Urgent,Feature Request,Chat
10832,8998,2024-08-09,,Pending Customer Response,Low,How-to Question,Forum
10833,8999,2024-09-24,,Pending Customer Response,Medium,Password Reset,Forum
10834,9001,2024-07-13,,Pending Customer Response,Urgent,How-to Question,Forum
10835,9002,2024-07-12,2024-07-13,Resolved,Low,Technical Glitch,Email
10836,9004,2024-08-22,2024-08-25,Closed,High,Billing Inquiry,Chat
10837,9004,2024-09-04,2024-09-08,Closed,Urgent,Bug Report,Forum
10838,9004,2024-10-26,,In Progress,Low,How-to Question,Phone
10839,9005,2024-12-20,2024-12-27,Closed,Low,Feature Request,Chat
10840,9005,2024-07-05,,In Progress,Low,Bug Report,Email
10841,9005,2024-12-16,,Open,Urgent,Technical Glitch,Email
10842,9007,2024-11-13,2024-11-20,Closed,Low,Bug Report,Forum
10843,9008,2024-07-15,2024-07-19,Resolved,Low,How-to Question,Phone
10844,9009,2024-06-12,2024-06-16,Resolved,Urgent,Password Reset,Phone
10845,9011,2024-07-09,2024-07-15,Resolved,High,Password Reset,Email
10846,9012,2024-06-08,2024-06-13,Resolved,Low,Password Reset,Forum
10847,9012,2024-07-15,,Pending Customer Response,High,Bug Report,Forum
10848,9013,2025-04-14,,In Progress,Urgent,Feature Request,Phone
10849,9013,2025-06-16,,In Progress,Urgent,Feature Request,Chat
10850,9013,2024-06-26,,Open,High,How-to Question,Chat
10851,9017,2024-09-17,,Open,Low,How-to Question,Forum
10852,9019,2024-12-18,2024-12-19,Resolved,High,Bug Report,Email
10853,9019,2024-08-25,,Pending Customer Response,Low,Technical Glitch,Chat
10854,9022,2024-07-21,2024-07-24,Closed,High,Bug Report,Chat
10855,9023,2024-09-04,,Pending Customer Response,High,Billing Inquiry,Phone
10856,9024,2024-09-25,,Pending Customer Response,Medium,Billing Inquiry,Chat
10857,9024,2024-08-07,,Pending Customer Response,Medium,Bug Report,Phone
10858,9026,2025-11-10,2025-11-10,Closed,High,Feature Request,Forum
10859,9028,2024-08-02,2024-08-05,Resolved,High,Password Reset,Forum
10860,9028,2024-08-25,2024-08-31,Resolved,Urgent,Password Reset,Chat
10861,9028,2024-06-29,2024-06-30,Closed,Low,How-to Question,Forum
10862,9029,2024-07-04,,Pending Customer Response,Urgent,Bug Report,Phone
10863,9030,2024-08-23,2024-08-29,Closed,Low,Billing Inquiry,Chat
10864,9030,2024-11-18,2024-11-23,Closed,High,Feature Request,Email
10865,9032,2025-11-16,2025-11-19,Resolved,Low,Password Reset,Email
10866,9033,2024-10-19,2024-10-26,Closed,Low,Billing Inquiry,Phone
10867,9034,2024-12-11,2024-12-17,Resolved,Urgent,Billing Inquiry,Phone
10868,9035,2024-12-01,,Pending Customer Response,Low,Feature Request,Forum
10869,9035,2024-11-11,,Open,Urgent,Feature Request,Forum
10870,9036,2024-08-31,2024-09-01,Resolved,High,Billing Inquiry,Forum
10871,9036,2024-06-16,,In Progress,Medium,How-to Question,Forum
10872,9038,2024-09-18,,Pending Customer Response,Low,Technical Glitch,Phone
10873,9038,2024-11-22,2024-11-28,Resolved,High,Technical Glitch,Chat
10874,9040,2024-08-31,2024-09-01,Closed,Low,Technical Glitch,Email
10875,9040,2024-07-20,,Open,High,Bug Report,Email
10876,9040,2024-12-06,,Pending Customer Response,Medium,Technical Glitch,Forum
10877,9042,2024-12-10,2024-12-12,Closed,Low,Billing Inquiry,Phone
10878,9042,2024-12-20,2024-12-24,Resolved,High,Feature Request,Forum
10879,9045,2024-07-01,,Pending Customer Response,High,How-to Question,Email
10880,9047,2024-12-19,,Open,Medium,Password Reset,Email
10881,9048,2025-11-06,2025-11-08,Closed,Medium,Password Reset,Phone
10882,9048,2025-02-03,,In Progress,Urgent,Billing Inquiry,Email
10883,9048,2025-11-17,,In Progress,Medium,How-to Question,Chat
10884,9049,2024-10-25,,Pending Customer Response,Urgent,Billing Inquiry,Phone
10885,9051,2024-07-06,,Open,Low,How-to Question,Phone
10886,9051,2024-07-19,,In Progress,Low,Technical Glitch,Phone
10887,9051,2024-07-18,2024-07-20,Resolved,Medium,Technical Glitch,Email
10888,9052,2024-09-09,,In Progress,High,Billing Inquiry,Chat
10889,9053,2025-04-16,,In Progress,Low,Password Reset,Email
10890,9053,2024-08-21,,In Progress,Medium,How-to Question,Phone
10891,9055,2024-06-19,,Open,Low,Billing Inquiry,Forum
10892,9055,2024-07-02,,In Progress,Low,Feature Request,Phone
10893,9055,2024-06-19,2024-06-26,Closed,Low,How-to Question,Chat
10894,9057,2024-09-06,,Pending Customer Response,Medium,Bug Report,Email
10895,9060,2024-09-12,2024-09-16,Resolved,Medium,How-to Question,Email
10896,9061,2024-08-24,,In Progress,Low,Password Reset,Forum
10897,9061,2024-06-21,2024-06-24,Closed,Medium,Technical Glitch,Email
10898,9061,2024-07-20,,Pending Customer Response,Low,Technical Glitch,Phone
10899,9062,2025-01-21,,In Progress,Low,Technical Glitch,Email
10900,9063,2024-10-09,2024-10-12,Closed,Low,How-to Question,Email
10901,9064,2024-08-13,2024-08-20,Closed,Low,Billing Inquiry,Forum
10902,9065,2024-07-15,2024-07-21,Resolved,High,Feature Request,Forum
10903,9066,2024-08-14,2024-08-14,Closed,Urgent,Bug Report,Phone
10904,9066,2024-10-08,2024-10-14,Closed,Urgent,Technical Glitch,Email
10905,9067,2024-06-25,,Pending Customer Response,High,Feature Request,Phone
10906,9068,2024-09-10,,Pending Customer Response,Medium,Billing Inquiry,Email
10907,9068,2024-09-23,2024-09-28,Closed,Medium,Feature Request,Phone
10908,9070,2024-10-08,,Pending Customer Response,High,Billing Inquiry,Phone
10909,9070,2024-09-22,2024-09-22,Resolved,Medium,Technical Glitch,Email
10910,9071,2024-10-06,,Pending Customer Response,Low,Feature Request,Chat
10911,9071,2024-10-10,,Open,Medium,Billing Inquiry,Forum
10912,9072,2024-08-07,2024-08-14,Closed,Medium,How-to Question,Email
10913,9074,2024-11-14,,Pending Customer Response,Low,Billing Inquiry,Chat
10914,9075,2024-06-15,2024-06-16,Resolved,Medium,Feature Request,Forum
10915,9075,2024-06-20,,Open,Urgent,Password Reset,Phone
10916,9075,2024-07-08,,In Progress,Low,Technical Glitch,Email
10917,9076,2024-08-11,2024-08-17,Resolved,High,Bug Report,Chat
10918,9076,2024-08-06,,In Progress,Urgent,How-to Question,Forum
10919,9077,2024-12-11,2024-12-14,Closed,High,Bug Report,Chat
10920,9077,2024-08-07,,Pending Customer Response,Medium,Feature Request,Forum
10921,9078,2024-08-21,,Open,Low,Feature Request,Forum
10922,9082,2024-09-09,,In Progress,Urgent,How-to Question,Email
10923,9082,2024-08-01,,Pending Customer Response,Medium,Billing Inquiry,Phone
10924,9086,2024-06-23,,Pending Customer Response,Low,Billing Inquiry,Email
10925,9087,2024-12-17,2024-12-19,Resolved,Low,Bug Report,Forum
10926,9087,2024-08-24,,In Progress,Low,Bug Report,Chat
10927,9089,2024-06-24,2024-06-29,Resolved,High,Bug Report,Forum
10928,9089,2024-12-08,,Open,High,Bug Report,Forum
10929,9089,2024-11-14,,Open,Medium,How-to Question,Email
10930,9091,2024-11-18,2024-11-23,Resolved,Urgent,How-to Question,Email
10931,9092,2024-12-28,,In Progress,Urgent,Technical Glitch,Forum
10932,9094,2024-10-24,2024-10-30,Resolved,Urgent,How-to Question,Email
10933,9095,2024-07-22,,In Progress,Medium,Feature Request,Forum
10934,9095,2024-09-24,2024-09-25,Resolved,High,Technical Glitch,Forum
10935,9095,2024-07-14,,In Progress,High,How-to Question,Chat
10936,9098,2024-06-23,,In Progress,Medium,Feature Request,Forum
10937,9099,2024-11-12,2024-11-16,Closed,Medium,Password Reset,Phone
10938,9100,2024-07-04,,In Progress,Urgent,Bug Report,Email
10939,9103,2024-07-09,2024-07-14,Resolved,High,Password Reset,Email
10940,9103,2024-08-08,,In Progress,High,Feature Request,Phone
10941,9104,2024-11-03,2024-11-10,Closed,Medium,Technical Glitch,Chat
10942,9105,2024-06-25,,Open,Urgent,Password Reset,Chat
10943,9105,2024-08-21,,Pending Customer Response,Urgent,How-to Question,Forum
10944,9105,2024-08-14,2024-08-17,Resolved,Low,Password Reset,Email
10945,9106,2024-08-25,,Open,Urgent,Feature Request,Email
10946,9107,2024-06-26,,Pending Customer Response,High,Technical Glitch,Phone
10947,9108,2024-08-22,,Pending Customer Response,Medium,Technical Glitch,Forum
10948,9111,2024-09-30,,In Progress,Medium,How-to Question,Phone
10949,9113,2024-12-25,2024-12-28,Resolved,Low,Billing Inquiry,Chat
10950,9113,2024-12-15,2024-12-18,Closed,Urgent,Feature Request,Email
10951,9114,2024-06-23,,Open,Medium,Feature Request,Phone
10952,9115,2025-02-14,2025-02-17,Resolved,High,Billing Inquiry,Chat
10953,9115,2025-01-03,,Pending Customer Response,Low,Bug Report,Forum
10954,9116,2024-08-10,2024-08-16,Resolved,Low,Technical Glitch,Chat
10955,9117,2024-09-27,2024-09-27,Resolved,Medium,Feature Request,Email
10956,9118,2024-12-18,,In Progress,Low,Password Reset,Phone
10957,9118,2025-01-01,,In Progress,High,Billing Inquiry,Email
10958,9118,2024-11-25,,In Progress,Medium,Technical Glitch,Email
10959,9119,2024-11-23,,Pending Customer Response,Medium,How-to Question,Chat
10960,9119,2025-06-16,2025-06-21,Closed,High,Technical Glitch,Chat
10961,9120,2024-10-10,,Pending Customer Response,Urgent,Billing Inquiry,Email
10962,9121,2025-02-17,2025-02-20,Resolved,High,How-to Question,Email
10963,9122,2024-10-03,,Pending Customer Response,Medium,Technical Glitch,Chat
10964,9124,2025-07-23,2025-07-29,Closed,High,Billing Inquiry,Email
10965,9125,2024-08-04,,Pending Customer Response,Urgent,Feature Request,Email
10966,9125,2024-08-13,2024-08-18,Closed,Urgent,Technical Glitch,Chat
10967,9125,2024-07-29,,Open,Medium,Bug Report,Forum
10968,9126,2025-11-27,,Pending Customer Response,Urgent,Feature Request,Email
10969,9128,2024-12-14,,Pending Customer Response,Medium,How-to Question,Email
10970,9129,2024-11-22,,Pending Customer Response,Medium,Billing Inquiry,Phone
10971,9129,2025-07-12,,In Progress,Urgent,Billing Inquiry,Chat
10972,9130,2024-08-26,2024-08-30,Closed,High,Technical Glitch,Chat
10973,9131,2024-10-13,2024-10-17,Resolved,Medium,How-to Question,Forum
10974,9132,2024-09-16,,Pending Customer Response,Urgent,Password Reset,Chat
10975,9133,2024-08-02,,In Progress,Urgent,Billing Inquiry,Email
10976,9135,2024-08-22,,Open,Medium,How-to Question,Email
10977,9135,2024-07-31,2024-08-06,Closed,Low,Billing Inquiry,Email
10978,9136,2024-08-12,,In Progress,High,Technical Glitch,Chat
10979,9138,2024-12-27,,Open,Urgent,Technical Glitch,Forum
10980,9139,2024-08-02,2024-08-07,Resolved,Medium,Billing Inquiry,Forum
10981,9139,2024-07-23,2024-07-23,Resolved,High,Technical Glitch,Forum
10982,9140,2024-06-22,2024-06-27,Closed,Low,Billing Inquiry,Phone
10983,9141,2024-09-06,,In Progress,High,Billing Inquiry,Email
10984,9141,2024-08-31,,Open,High,Technical Glitch,Email
10985,9141,2024-08-24,2024-08-31,Closed,High,Technical Glitch,Email
10986,9141,2024-08-01,2024-08-08,Resolved,Low,How-to Question,Email
10987,9141,2024-09-02,2024-09-03,Resolved,Medium,Bug Report,Chat
10988,9142,2024-09-14,,Open,Low,Bug Report,Phone
10989,9143,2024-11-11,,In Progress,Medium,Bug Report,Phone
10990,9144,2024-07-04,,Pending Customer Response,Urgent,Billing Inquiry,Chat
10991,9145,2024-12-19,2024-12-23,Resolved,Medium,Bug Report,Email
10992,9145,2024-09-23,,In Progress,High,Feature Request,Email
10993,9146,2025-04-25,,In Progress,Low,How-to Question,Forum
10994,9146,2025-08-08,2025-08-11,Resolved,Medium,Password Reset,Forum
10995,9148,2024-08-12,,Open,Low,Billing Inquiry,Phone
10996,9149,2024-12-18,2024-12-24,Resolved,Low,Bug Report,Forum
10997,9149,2024-09-24,,Open,High,Billing Inquiry,Chat
10998,9150,2024-09-23,,In Progress,Urgent,Feature Request,Email
10999,9150,2024-11-20,,Pending Customer Response,Low,Billing Inquiry,Chat
11000,9151,2024-08-15,2024-08-17,Closed,Urgent,Billing Inquiry,Chat
11001,9152,2024-08-11,,Pending Customer Response,High,Bug Report,Phone
11002,9153,2024-11-24,2024-11-24,Resolved,Medium,Feature Request,Chat
11003,9153,2024-10-27,2024-11-01,Closed,Urgent,Bug Report,Forum
11004,9153,2024-09-05,2024-09-12,Closed,High,How-to Question,Phone
11005,9154,2024-08-08,2024-08-13,Resolved,High,Password Reset,Forum
11006,9154,2024-09-18,,Pending Customer Response,Urgent,Bug Report,Phone
11007,9156,2024-08-06,2024-08-11,Resolved,Medium,Feature Request,Forum
11008,9157,2024-07-08,,Open,Medium,Feature Request,Email
11009,9157,2024-10-27,,In Progress,Medium,Bug Report,Forum
11010,9157,2024-11-13,,In Progress,Low,Technical Glitch,Chat
11011,9158,2024-06-25,,Pending Customer Response,Urgent,How-to Question,Chat
11012,9158,2024-10-21,,Open,Medium,Feature Request,Email
11013,9159,2024-12-17,,Pending Customer Response,Urgent,Billing Inquiry,Phone
11014,9160,2024-06-24,,Pending Customer Response,Medium,Technical Glitch,Chat
11015,9161,2025-05-17,,Open,Medium,Password Reset,Email
11016,9161,2024-10-17,,Open,Urgent,Technical Glitch,Chat
11017,9161,2025-04-11,,Open,Medium,How-to Question,Phone
11018,9162,2024-07-27,2024-08-02,Closed,High,Bug Report,Email
11019,9162,2024-06-30,,Open,Low,Bug Report,Forum
11020,9163,2025-08-17,,Open,Low,Technical Glitch,Forum
11021,9163,2025-06-01,2025-06-06,Closed,Urgent,Password Reset,Email
11022,9164,2024-12-19,2024-12-21,Closed,Low,Feature Request,Email
11023,9165,2025-11-23,,Open,High,Billing Inquiry,Forum
11024,9167,2024-07-18,2024-07-25,Resolved,Urgent,Bug Report,Chat
11025,9168,2024-06-30,2024-07-04,Closed,High,Feature Request,Phone
11026,9169,2024-08-20,,In Progress,Urgent,Technical Glitch,Email
11027,9170,2025-08-07,2025-08-08,Resolved,Medium,Billing Inquiry,Phone
11028,9171,2024-10-14,2024-10-15,Closed,High,Billing Inquiry,Forum
11029,9171,2024-10-13,,Pending Customer Response,Urgent,Technical Glitch,Phone
11030,9171,2024-08-26,,Open,High,Feature Request,Phone
11031,9173,2024-11-09,2024-11-11,Closed,Urgent,Technical Glitch,Email
11032,9173,2024-10-16,,Open,Low,Feature Request,Phone
11033,9174,2024-11-04,,In Progress,Medium,Feature Request,Chat
11034,9174,2024-07-12,,Pending Customer Response,High,How-to Question,Email
11035,9175,2024-11-06,,Pending Customer Response,Low,Bug Report,Forum
11036,9177,2024-09-05,2024-09-07,Resolved,High,How-to Question,Forum
11037,9178,2024-06-30,,Pending Customer Response,Medium,Billing Inquiry,Email
11038,9178,2024-07-02,2024-07-02,Resolved,Medium,Bug Report,Forum
11039,9180,2024-09-01,,Open,High,Password Reset,Phone
11040,9181,2024-10-17,2024-10-24,Closed,High,Feature Request,Forum
11041,9182,2024-08-13,,In Progress,Low,Bug Report,Phone
11042,9182,2024-08-12,2024-08-18,Resolved,High,Technical Glitch,Chat
11043,9184,2024-07-02,,In Progress,Low,How-to Question,Phone
11044,9186,2024-08-22,,Open,High,How-to Question,Forum
11045,9186,2024-10-17,,Pending Customer Response,High,Billing Inquiry,Email
11046,9187,2024-09-23,,Pending Customer Response,Low,Feature Request,Email
11047,9187,2024-07-29,,Open,Urgent,Billing Inquiry,Phone
11048,9187,2024-09-25,,In Progress,Low,How-to Question,Chat
11049,9189,2024-11-20,,Open,Low,Bug Report,Chat
11050,9191,2024-12-02,,Open,Urgent,Technical Glitch,Forum
11051,9192,2024-12-09,2024-12-16,Closed,Medium,Feature Request,Chat
11052,9193,2024-07-02,,In Progress,Low,Technical Glitch,Email
11053,9194,2024-10-19,,In Progress,Medium,Bug Report,Chat
11054,9195,2024-10-23,,In Progress,High,How-to Question,Chat
11055,9196,2024-07-13,2024-07-17,Resolved,Medium,Bug Report,Email
11056,9196,2024-07-29,,Pending Customer Response,Urgent,How-to Question,Phone
11057,9197,2025-01-01,,In Progress,Urgent,How-to Question,Chat
11058,9198,2024-07-09,,In Progress,Medium,How-to Question,Forum
11059,9199,2024-12-17,,Pending Customer Response,Low,How-to Question,Email
11060,9200,2024-07-21,,Open,Medium,Billing Inquiry,Phone
11061,9202,2024-08-09,2024-08-09,Closed,High,How-to Question,Forum
11062,9203,2024-07-18,,Pending Customer Response,Urgent,Bug Report,Phone
11063,9204,2024-11-05,,Pending Customer Response,Medium,Billing Inquiry,Phone
11064,9204,2024-11-16,,Open,Urgent,Billing Inquiry,Email
11065,9204,2024-07-07,2024-07-11,Closed,Urgent,Password Reset,Phone
11066,9205,2024-08-07,2024-08-10,Resolved,Low,Technical Glitch,Forum
11067,9205,2024-08-09,,In Progress,Low,Bug Report,Email
11068,9205,2024-10-25,,In Progress,High,Password Reset,Phone
11069,9206,2024-07-06,2024-07-11,Resolved,Low,Bug Report,Chat
11070,9206,2024-08-18,,Open,High,Technical Glitch,Forum
11071,9208,2024-08-12,2024-08-17,Closed,Medium,Password Reset,Forum
11072,9208,2024-09-22,,Open,Low,Bug Report,Chat
11073,9208,2024-08-16,,Open,Medium,Password Reset,Forum
11074,9209,2024-06-30,2024-07-07,Resolved,Urgent,Technical Glitch,Phone
11075,9209,2024-07-14,,Pending Customer Response,High,Billing Inquiry,Phone
11076,9211,2024-11-14,,Pending Customer Response,Medium,Feature Request,Phone
11077,9212,2024-07-27,,Pending Customer Response,High,Technical Glitch,Email
11078,9213,2024-08-22,2024-08-28,Closed,Medium,Billing Inquiry,Phone
11079,9213,2024-10-27,,Open,High,Bug Report,Forum
11080,9215,2024-07-11,,Open,Urgent,How-to Question,Email
11081,9216,2024-10-17,,Pending Customer Response,High,How-to Question,Chat
11082,9217,2024-08-19,2024-08-24,Closed,Urgent,Billing Inquiry,Phone
11083,9217,2024-08-06,2024-08-08,Closed,Urgent,Technical Glitch,Email
11084,9218,2024-10-09,2024-10-15,Closed,High,Bug Report,Email
11085,9219,2024-08-08,2024-08-13,Closed,High,Bug Report,Phone
11086,9221,2024-07-11,2024-07-16,Closed,Low,Password Reset,Chat
11087,9222,2024-11-21,,In Progress,High,How-to Question,Forum
11088,9222,2024-09-13,,Open,Low,Bug Report,Forum
11089,9223,2024-10-18,,In Progress,High,Technical Glitch,Forum
11090,9224,2024-07-05,2024-07-05,Resolved,High,Feature Request,Email
11091,9226,2024-08-12,,Pending Customer Response,Urgent,Billing Inquiry,Forum
11092,9227,2024-07-22,,Open,High,How-to Question,Phone
11093,9227,2024-07-20,,In Progress,Medium,Feature Request,Chat
11094,9227,2024-07-18,,Open,Urgent,Password Reset,Email
11095,9228,2024-11-17,,In Progress,Urgent,Bug Report,Email
11096,9228,2024-06-30,2024-07-06,Closed,High,Technical Glitch,Phone
11097,9228,2024-11-09,,Pending Customer Response,High,Password Reset,Forum
11098,9229,2024-10-19,,In Progress,Medium,Billing Inquiry,Forum
11099,9230,2024-09-03,,In Progress,Urgent,Password Reset,Phone
11100,9230,2024-12-06,2024-12-13,Resolved,High,Password Reset,Chat
11101,9231,2024-08-16,,Open,Medium,Password Reset,Forum
11102,9231,2024-08-03,2024-08-03,Closed,Low,Feature Request,Phone
11103,9233,2024-12-12,,Open,Medium,How-to Question,Chat
11104,9233,2025-04-07,,Pending Customer Response,Medium,Feature Request,Chat
11105,9234,2025-08-04,,In Progress,Urgent,Bug Report,Email
11106,9236,2024-10-03,,Pending Customer Response,Urgent,Technical Glitch,Phone
11107,9236,2024-11-01,2024-11-08,Closed,Urgent,Billing Inquiry,Email
11108,9237,2024-07-23,,Pending Customer Response,Urgent,Technical Glitch,Chat
11109,9237,2024-09-02,2024-09-07,Resolved,Low,Technical Glitch,Email
11110,9237,2024-07-31,2024-07-31,Resolved,Medium,Password Reset,Forum
11111,9240,2024-08-06,,Pending Customer Response,Urgent,Billing Inquiry,Email
11112,9240,2024-11-04,2024-11-09,Closed,High,How-to Question,Email
11113,9241,2024-11-21,2024-11-23,Closed,High,Password Reset,Chat
11114,9242,2024-07-08,,Open,Urgent,Billing Inquiry,Forum
11115,9243,2024-07-16,2024-07-16,Closed,Urgent,Password Reset,Chat
11116,9244,2024-07-01,2024-07-02,Resolved,Urgent,How-to Question,Phone
11117,9245,2024-10-19,,In Progress,Urgent,How-to Question,Phone
11118,9246,2024-09-22,2024-09-29,Closed,Low,Password Reset,Chat
11119,9246,2024-08-05,,In Progress,Urgent,Password Reset,Forum
11120,9247,2024-07-01,2024-07-07,Closed,High,Billing Inquiry,Chat
11121,9247,2024-07-29,2024-08-05,Resolved,Low,How-to Question,Phone
11122,9247,2024-08-08,2024-08-10,Resolved,Low,Feature Request,Forum
11123,9248,2024-08-22,,Pending Customer Response,Medium,Billing Inquiry,Phone
11124,9248,2024-07-31,2024-08-04,Resolved,Medium,How-to Question,Phone
11125,9248,2024-10-22,2024-10-25,Resolved,Medium,Feature Request,Forum
11126,9249,2024-09-18,,In Progress,Urgent,Feature Request,Email
11127,9252,2024-07-30,2024-08-05,Closed,High,Billing Inquiry,Chat
11128,9253,2024-07-17,,In Progress,High,Password Reset,Email
11129,9253,2024-07-16,,Pending Customer Response,Urgent,Billing Inquiry,Chat
11130,9253,2024-07-01,2024-07-05,Resolved,Urgent,How-to Question,Phone
11131,9254,2024-10-27,,In Progress,Low,Bug Report,Email
11132,9254,2025-01-08,,In Progress,Medium,Feature Request,Phone
11133,9255,2024-07-10,,Open,High,Bug Report,Phone
11134,9256,2025-01-10,,Pending Customer Response,High,Bug Report,Email
11135,9258,2024-07-05,2024-07-08,Closed,Medium,Bug Report,Email
11136,9260,2024-07-28,2024-08-04,Resolved,Urgent,How-to Question,Phone
11137,9261,2024-10-02,,In Progress,Medium,Feature Request,Chat
11138,9263,2024-07-05,,Open,High,How-to Question,Forum
11139,9263,2024-09-21,2024-09-23,Resolved,Low,Feature Request,Email
11140,9263,2024-07-17,,Pending Customer Response,High,How-to Question,Email
11141,9264,2024-10-21,,Open,Low,Feature Request,Email
11142,9264,2024-08-11,,Open,High,How-to Question,Email
11143,9264,2024-12-23,,Open,Low,Password Reset,Email
11144,9265,2024-11-13,,Pending Customer Response,Urgent,Technical Glitch,Phone
11145,9266,2025-04-01,,In Progress,High,Billing Inquiry,Phone
11146,9268,2024-07-10,,Pending Customer Response,Medium,Technical Glitch,Forum
11147,9268,2024-07-13,,Pending Customer Response,Urgent,Technical Glitch,Phone
11148,9269,2024-11-02,2024-11-08,Closed,Low,Password Reset,Phone
11149,9271,2024-10-18,2024-10-21,Closed,High,How-to Question,Email
11150,9271,2024-12-22,2024-12-28,Closed,High,Feature Request,Email
11151,9271,2024-08-17,2024-08-24,Resolved,Urgent,Bug Report,Email
11152,9274,2024-08-04,,In Progress,Urgent,Billing Inquiry,Forum
11153,9275,2024-07-24,,Open,High,Feature Request,Email
11154,9276,2024-09-08,2024-09-12,Resolved,Urgent,Technical Glitch,Chat
11155,9276,2024-12-26,2024-12-26,Resolved,Medium,Technical Glitch,Chat
11156,9276,2024-10-09,,Open,Low,Feature Request,Chat
11157,9278,2024-08-15,,Pending Customer Response,Medium,Billing Inquiry,Email
11158,9278,2024-07-25,,Pending Customer Response,High,Bug Report,Forum
11159,9278,2024-07-18,2024-07-23,Closed,Urgent,Feature Request,Phone
11160,9280,2024-11-09,,Pending Customer Response,Medium,Billing Inquiry,Phone
11161,9281,2024-08-09,,Open,Low,Password Reset,Phone
11162,9282,2024-11-05,2024-11-08,Resolved,Medium,Password Reset,Chat
11163,9282,2024-09-15,2024-09-18,Resolved,Urgent,Bug Report,Forum
11164,9282,2024-10-12,,In Progress,Urgent,Technical Glitch,Email
11165,9284,2024-11-05,,Pending Customer Response,Medium,Feature Request,Email
11166,9284,2024-11-22,,In Progress,Low,Password Reset,Chat
11167,9285,2025-03-14,,Open,Medium,Billing Inquiry,Email
11168,9285,2024-12-23,2024-12-30,Resolved,High,Bug Report,Chat
11169,9286,2024-07-21,2024-07-22,Closed,Urgent,Technical Glitch,Email
11170,9286,2024-07-11,,Open,Urgent,Feature Request,Phone
11171,9288,2024-09-16,2024-09-19,Closed,Urgent,Feature Request,Phone
11172,9288,2024-12-23,,Open,Low,Billing Inquiry,Chat
11173,9288,2024-12-24,,In Progress,Urgent,How-to Question,Forum
11174,9289,2024-09-08,2024-09-14,Closed,Medium,Technical Glitch,Forum
11175,9289,2024-07-20,,Pending Customer Response,Urgent,Feature Request,Phone
11176,9290,2024-09-11,2024-09-15,Closed,High,Billing Inquiry,Chat
11177,9291,2024-10-18,,Open,High,Technical Glitch,Phone
11178,9293,2024-08-06,2024-08-09,Closed,Medium,Technical Glitch,Forum
11179,9295,2024-07-08,,Pending Customer Response,High,Password Reset,Forum
11180,9296,2025-09-07,,Open,Low,Password Reset,Email
11181,9298,2024-07-13,2024-07-18,Resolved,Urgent,Bug Report,Chat
11182,9298,2024-07-16,,Open,Urgent,Feature Request,Forum
11183,9298,2024-07-09,,Open,Low,How-to Question,Email
11184,9298,2024-07-14,2024-07-18,Closed,High,Billing Inquiry,Forum
11185,9300,2024-09-18,2024-09-22,Closed,High,Feature Request,Forum
11186,9300,2024-08-09,,Open,High,Password Reset,Phone
11187,9302,2024-07-10,2024-07-15,Closed,High,How-to Question,Forum
11188,9302,2024-12-12,,Pending Customer Response,Medium,Technical Glitch,Chat
11189,9303,2024-07-12,,In Progress,High,Billing Inquiry,Email
11190,9305,2024-11-09,,Open,Urgent,Billing Inquiry,Forum
11191,9305,2024-12-04,,Open,Medium,Password Reset,Forum
11192,9305,2024-07-30,,In Progress,Low,How-to Question,Chat
11193,9306,2024-09-13,2024-09-14,Resolved,Urgent,How-to Question,Phone
11194,9309,2024-10-24,2024-10-28,Resolved,Low,Password Reset,Chat
11195,9309,2024-11-22,,Open,High,Billing Inquiry,Forum
11196,9310,2025-11-17,,Pending Customer Response,High,Bug Report,Chat
11197,9310,2025-08-18,,Pending Customer Response,High,Technical Glitch,Email
11198,9310,2024-10-06,2024-10-07,Closed,Low,Feature Request,Email
11199,9310,2024-09-30,2024-10-02,Resolved,Medium,Billing Inquiry,Phone
11200,9311,2024-08-10,,In Progress,Urgent,Billing Inquiry,Email
11201,9312,2024-12-23,2024-12-23,Closed,Urgent,Bug Report,Forum
